original_title,release_year,popularity,director,keywords,runtime,vote_average,Profit
The Escapist,2008,0.47135600000000005,Rupert Wyatt,escapee convict|escape from prison|independent film,102,6.2,25197618.699245356
Camille,2008,0.471096,Gregory Mackenzie,independent film,94,6.0,33823319.79339223
Mad Money,2008,0.469922,Callie Khouri,gang|hoodlum|woman director,104,5.9,25197618.699245356
Barbie and the Diamond Castle,2008,0.466771,Gino Nichele,musical|barbie,78,6.6,25197618.699245356
9to5: Days in Porn,2008,0.46024799999999894,Jens Hoffmann,pornography|sex|eroticism|porn industry,113,6.4,25197618.699245356
Open Season 2,2008,0.45988500000000004,Matthew O'Callaghan|Todd Wilderman,bear|dachshund,76,5.6,25197618.699245356
The Cottage,2008,0.457004,Paul Andrew Williams,ransom|hostage|hostage drama,92,6.4,25197618.699245356
Batman: Gotham Knight,2008,0.456683,Yasuhiro Aoki|Futoshi Higashide|Toshiyuki Kubooka|Hiroshi Morioka|Jong-Sik Nam|Shoujirou Nishimi,dc comics|anthology|super powers,75,6.8,36323319.79339223
Two Lovers,2008,0.45518000000000003,James Gray,love of one's life|neighbor,110,6.5,-8851818.0
Passengers,2008,0.45360200000000006,Rodrigo GarcÃ­a,flower|pilot|survivor|postcard|counselor,93,5.5,-23000000.0
The Sisterhood of the Traveling Pants 2,2008,0.451304,Sanaa Hamri,female friendship|best friend|summer vacation|woman director|young adult,117,6.0,17352417.0
The Express,2008,0.45091099999999995,Gary Fleder,american football|college|biography|sport|syracuse university,130,7.1,-30206504.0
Strange Wilderness,2008,0.44086000000000003,Fred Wolf,tv show|bigfoot,87,4.6,-8050419.094146879
Surveillance,2008,0.43644099999999997,Jennifer Chambers Lynch,police brutality|mass murder|camera|hearing|burst of violence,97,6.0,-2384507.0
The Women,2008,0.436406,Diane English,beauty salon|divorce|woman director,114,4.6,34007546.0
Gong fu guan lan,2008,0.432911,Chu Yen-ping,martial arts|sport|basketball|melodrama|chinese,100,5.1,12896728.0
Picture This,2008,0.43180100000000005,Stephen Herek,high school,92,5.0,25197618.699245356
Killshot,2008,0.428849,John Madden,hitman|thriller|criminal,95,6.0,-11664708.09414688
ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,2008,0.42702299999999893,Andrey Kravchuk,st. petersburg|film history,123,6.7,36135878.0
Alien Raiders,2008,0.425109,Ben Rock,,85,4.9,25197618.699245356
Nights in Rodanthe,2008,0.42287299999999994,George C. Wolfe,beach|marriage crisis|north carolina|inn|wild horse herd,97,5.7,69749359.90585312
Over Her Dead Body,2008,0.42165699999999995,Jeff Lowell,diary|romantic comedy|death of lover|spirit|death by accident,95,5.2,29823319.793392234
Space Chimps,2008,0.421518,Kirk De Micco,space marine|chimp|space|aftercreditsstinger,81,5.1,26800345.0
The Promotion,2008,0.42121000000000003,Steve Conrad,supermarket,86,5.3,25197618.699245356
Lakeview Terrace,2008,0.417779,Neil LaBute,vandalism|harassment|neighbor|house party|shot to death,110,5.8,7640028.0
Journey to the Edge of the Universe,2008,0.41507700000000003,Yavar Abbas,,91,6.0,25197618.699245356
Frozen River,2008,0.41229499999999997,Courtney Hunt,human trafficking|woman director,97,6.9,25197618.699245356
Soul Men,2008,0.47322700000000006,Malcolm D. Lee,duringcreditsstinger,103,6.2,25197618.699245356
The Echo,2008,0.407009,Yam Laranas,haunting,96,5.7,25197618.699245356
Birds of America,2008,0.402982,Craig Lucas,independent film,85,6.0,25197618.699245356
Big Buck Bunny,2008,0.25618,Sacha Goedegebure,repayment|bunny|mobbing,8,6.5,39673319.79339223
Day of the Dead,2008,0.401061,Steve Miner,zombies,86,4.7,21823319.793392234
Boogeyman 3,2008,0.40072399999999997,Gary Jones,boogeyman,94,4.4,25197618.699245356
Bathory,2008,0.400485,Juraj Jakubisko,sex|legend|countess,141,5.7,25197618.699245356
Pulse 2: Afterlife,2008,0.399345,Joel Soisson,suicide|female nudity|death by hanging|sequel|undead,89,4.6,25197618.699245356
Lost Boys: The Tribe,2008,0.399327,P.J. Pesce,,94,4.1,25197618.699245356
Barbie in 'A Christmas Carol',2008,0.397358,William Lau,,76,7.0,-10128789.09414688
20 Years After,2008,0.39569099999999996,Jim Torres,post-apocalyptic|dystopia,95,2.9,38823319.79339223
The Oxford Murders,2008,0.395538,Ãlex de la Iglesia,mathematician|mathematics|oxford|symbol|triangle,107,5.8,25723319.793392234
Next Avengers: Heroes of Tomorrow,2008,0.39511799999999997,Jay Oliva,marvel comic,78,6.3,-10825701.09414688
Easy Virtue,2008,0.39420900000000003,Stephan Elliott,,93,6.2,25197618.699245356
Restraint,2008,0.39314,David Denneen,sex|robbery|shotgun|hostage|lie,94,6.1,25197618.699245356
Ben 10: Race Against Time,2008,0.390228,Alex Winter,alien phenomenons,67,3.1,25197618.699245356
Jodhaa Akbar,2008,0.389554,Ashutosh Gowariker,wife husband relationship|emperor|hindu|marriage crisis|epic,213,7.8,4623200.0
Prom Night,2008,0.388417,Nelson McCormick,aunt|remake|blood on shirt|slasher|death of family,88,5.1,170534.9058531206
Far Cry,2008,0.388151,Uwe Boll,based on video game,95,3.1,9823319.793392234
Clubbed,2008,0.383036,Neil Thompson,suicide|drug dealer|clubbing|beaten to death,95,7.1,25197618.699245356
Choke,2008,0.382852,Clark Gregg,strip club|alzheimer|sex addiction|surprise ending,92,6.1,830137.0
Vinyan,2008,0.37456100000000003,Fabrice Du Welz,tsunami|stranded,96,4.4,25197618.699245356
"War, Inc.",2008,0.37403400000000003,Joshua Seftel,hitman|political satire,106,5.5,-3703816.0
The Wackness,2008,0.371517,Jonathan Levine,coming of age|marijuana|summer,99,6.3,-3100025.0
What Just Happened,2008,0.36839099999999997,Barry Levinson,film producer|midlife crisis|independent film|divorce,104,5.1,-18326578.0
Hell Ride,2008,0.363031,Larry Bishop,exploitation|biker|independent film|grindhouse,84,5.7,-14431414.09414688
What Doesn't Kill You,2008,0.361308,Brian Goodman,infidelity|drug addiction|friends|heist|punched in the face,100,7.0,-14580829.09414688
The Librarian: The Curse of the Judas Chalice,2008,0.361127,Jonathan Frakes,mythology|new orleans|vampire|treasure hunt|judas,95,5.7,25197618.699245356
Pour elle,2008,0.36070599999999997,Fred CavayÃ©,france|prison|airport|judge|chase,96,6.6,29823319.793392234
Franklyn,2008,0.359106,Gerald McMorrow,london|suspense|masked vigilante,98,5.5,27823319.793392234
The Poker House,2008,0.35843800000000003,Lori Petty,rape|drug abuse|independent film,93,6.2,25197618.699245356
Pistol Whipped,2008,0.357127,Roel ReinÃ©,money|old man|debt,96,5.7,29823319.793392234
Recount,2008,0.353759,Jay Roach,,116,6.2,25197618.699245356
First Sunday,2008,0.35338,David E. Talbert,gospel,96,5.2,24178913.905853122
Afterwards,2008,0.35254,Gilles Bourdos,prophecy|lawyer|doctor,107,5.6,24423319.793392234
Cadillac Records,2008,0.34920300000000004,Darnell Martin,woman director,109,6.9,27823319.793392234
Pinocchio,2008,0.348973,Alberto Sironi,musical,179,5.2,25197618.699245356
Meet the Browns,2008,0.3487,Tyler Perry,,100,6.4,27313690.905853122
2012 Doomsday,2008,0.348223,Nick Everhart,dystopia,85,2.6,39573319.79339223
Assassination of a High School President,2008,0.345926,Brett Simon,independent film,93,6.2,-11430436.0
Disaster Movie,2008,0.812489,Jason Friedberg|Aaron Seltzer,natural disaster|violence|mortal danger|duringcreditsstinger,87,3.3,-10890716.0
Man on Wire,2008,0.34426799999999996,James Marsh,judge|juggler|passion|reality|street artist,94,7.6,-11667723.09414688
The Onion Movie,2008,0.233961,Mike Maguire|Tom Kuntz,satire|sketch|cult comedy|comedy team|screwball comedy,80,6.0,25197618.699245356
Miracle at St. Anna,2008,0.359217,Spike Lee,black people|world war ii|toscana|village|soldier,160,6.3,-35676167.0
The Prince & Me 3: A Royal Honeymoon,2008,0.337577,Catherine Cyran,europe|queen|honeymoon|prince|vacation,92,5.1,25197618.699245356
"Food, Inc.",2008,0.43785,Robert Kenner,food industry|monsanto|organic food|sustainable|griculture,94,7.2,25197618.699245356
The Shepherd: Border Patrol,2008,0.33643,Isaac Florentine,border patrol|drug trafficking,95,5.4,25197618.699245356
Generation Kill,2008,0.336308,Susanna White|Simon Cellan Jones,woman director,470,6.6,25197618.699245356
Amusement,2008,0.335675,John Simpson,little girl|killer,85,5.0,33823319.79339223
My Best Friend's Girl,2008,0.33511599999999997,Howard Deutch,female nudity|sex|bar|nudity|underwear,101,5.3,16620508.0
Paris,2008,0.333395,CÃ©dric Klapisch,paris|mother|city portrait|new love|dance,130,6.3,4550000.0
The Children,2008,0.173214,Tom Shankland,supernatural|children,84,6.5,25197618.699245356
Breathing Room,2008,0.32907,John Suits|Gabriel Cowan,room|tape recorder|pedophile|violence|stabbed in the mouth,89,3.6,25197618.699245356
The Midnight Meat Train,2008,0.326352,RyÃ»hei Kitamura,photographer|butcher|vegetarian|midnight|blood splatter,98,5.7,-11466773.0
Repo! The Genetic Opera,2008,0.32409099999999996,Darren Lynn Bousman,dystopia,98,6.5,-14437575.09414688
Mutant Chronicles,2008,0.32288,Simon Hunter,mutant|faith|soldier,111,5.1,-5966835.0
The Objective,2008,0.319223,Daniel Myrick,afghanistan,90,5.6,25197618.699245356
ä¸‰å›½ä¹‹è§é¾™å¸ç”²,2008,0.318796,Daniel Lee,warrior woman|number in title,102,6.5,25197618.699245356
Einstein and Eddington,2008,0.17515,Philip Martin,,90,6.4,25197618.699245356
Anaconda 3: Offspring,2008,0.316727,Don E. FauntLeRoy,anaconda|killer snake,91,4.4,25197618.699245356
I Can't Think Straight,2008,0.315842,Shamim Sarif,lesbian|homosexual|lesbian interest|woman director,80,6.9,25197618.699245356
Major Movie Star,2008,0.315339,Steve Miner,,98,5.3,25197618.699245356
No Man's Land: The Rise of Reeker,2008,0.31438,Dave Payne,sheriff|robber|burned alive|gore|serial killer,88,4.7,37823319.79339223
Religulous,2008,0.312842,Larry Charles,muslim|museum|jew|evidence|rabbi,101,6.9,25197618.699245356
Swing Vote,2008,0.308655,Joshua Michael Stern,u.s. president|president elections|fox news,120,5.7,-3400000.0
Flashbacks of a Fool,2008,0.308286,Baillie Walsh,nudity|funeral|past|spectacle,110,6.7,-13518159.09414688
All the Boys Love Mandy Lane,2008,0.305643,Jonathan Levine,suicide attempt|gun|texas|mass murder|farm worker,90,5.5,39073319.79339223
The Meerkats,2008,0.304742,James Honeyborne,,83,6.5,25197618.699245356
Insanitarium,2008,0.35042399999999996,Jeff Buhler,sanatorium,89,5.2,25197618.699245356
Dance of the Dead,2008,0.30389499999999997,Gregg Bishop,cemetery|dance|loser|high school|zombies,87,6.3,25197618.699245356
The Lucky Ones,2008,0.287248,Neil Burger,friendship|war|road trip|independent film|soldier,113,6.1,25197618.699245356
$5 a Day,2008,0.29896100000000003,Nigel Cole,,98,5.4,25197618.699245356
Winged Creatures,2008,0.408518,Rowan Woods,based on novel,95,5.9,25197618.699245356
Flash of Genius,2008,0.296576,Marc Abraham,biography,119,5.7,25197618.699245356
Pontypool,2008,0.29296500000000003,Bruce McDonald,disc jockey|radio station|winter|survival|zombies,93,6.5,38323319.79339223
A Film with Me in It,2008,0.28967800000000005,Ian Fitzgibbon,,89,6.1,25197618.699245356
Babysitter Wanted,2008,0.288067,Jonas Barnes|Michael Manasseri,babysitter|college|farm|stalker|horror,93,4.7,25197618.699245356
The Assassination of Jesse James: Death Of An Outlaw,2008,0.019819,,,32,6.8,25197618.699245356
Henry Poole Is Here,2008,0.283736,Mark Pellington,graffiti|faith|terminal illness|dying man|independent film,99,5.8,-12795784.09414688
Ãšltima Parada 174,2008,0.283538,Bruno Barreto,brazilian,108,7.3,35123319.79339223
Les Femmes de l'ombre,2008,0.283048,Jean-Paul SalomÃ©|Serge Boutleroff,london|resistance|world war ii|normandy|loss of husband,117,6.9,25197618.699245356
Gigantic,2008,0.282915,Matt Aselton,department store|adoption|chinese woman|stalker|independent film,99,5.6,-14459813.09414688
W.,2008,0.282905,Oliver Stone,usa|white house|u.s. president|george w. bush|president,131,5.6,4406464.0
My Mom's New Boyfriend,2008,0.282246,George Gallo,,97,5.4,25197618.699245356
The Edge of Love,2008,0.28216199999999997,John Maybury,biography|poet,110,6.3,25197618.699245356
Dorothy Mills,2008,0.280928,AgnÃ¨s Merlet,suicide|borderline personality disorder|psychiatrist|woman director,102,6.0,39323319.79339223
Fireproof,2008,0.280555,Alex Kendrick,father-son relationship|fire|firemen|christian|advice,122,7.5,32956317.0
The Other End of the Line,2008,0.280443,James Dodson,,106,6.2,25823319.793392234
Chris Rock: Kill the Messenger,2008,0.279806,Marty Callner,stand-up|stand up comedy,79,7.8,25197618.699245356
Smart People,2008,0.278543,Noam Murro,professor|independent film|student,95,5.5,3569964.0
æ±äº¬æ®‹é…·è­¦å¯Ÿ,2008,0.27821999999999997,Yoshihiro Nishimura,mutant|police chief|engineer|blood splatter|revenge,110,5.8,25197618.699245356
Forever Strong,2008,0.244094,Ryan Little,sport,112,7.4,25197618.699245356
L'Heure d'Ã©tÃ©,2008,0.276672,Olivier Assayas,siblings|summer,100,6.0,25197618.699245356
Charlie Bartlett,2008,0.274362,Jon Poll,depression|suicide attempt|medicine|new love|drug addiction,97,6.4,27823319.793392234
Kong saan mei yan,2008,0.741302,Ching Siu-Tung,empress|swordsman,99,5.4,25197618.699245356
Fly Me to the Moon,2008,0.268271,Ben Stassen,duringcreditsstinger,84,4.2,25197618.699245356
Redbelt,2008,0.267935,David Mamet,film making|film producer|video surveillance|sport|interracial marriage,99,6.4,32823319.793392234
Johnny Mad Dog,2008,0.267577,Jean-StÃ©phane Sauvaire,civil war|africa|underage soldier|independent film|child soldier,97,6.5,25197618.699245356
Pranzo di ferragosto,2008,0.128712,Gianni Di Gregorio,,75,6.6,25197618.699245356
Nim's Island,2008,0.768409,Jennifer Flackett|Mark Levin,fictional place|exotic island|shipwreck|cruise|volcano,96,5.5,63076342.0
Vacancy 2: The First Cut,2008,0.265883,Eric Bross,,86,4.7,25197618.699245356
15 ans et demi,2008,0.265233,FranÃ§ois Desagnat|Thomas Sorriaux,paris|daughter|scientist,97,4.9,25197618.699245356
Make It Happen,2008,0.26418,Darren Grant,,90,5.2,25197618.699245356
Another Gay Sequel: Gays Gone Wild!,2008,0.264137,Todd Stephens,,90,6.1,25197618.699245356
Igor,2008,0.259988,Anthony Leondis,experiment|evil genius,87,5.4,5000000.0
Extreme Movie,2008,0.25984,Adam Jay Epstein|Andrew Jacobson,,88,3.4,25197618.699245356
Boot Camp,2008,0.259356,Christian Duguay,nudity|boot camp|reality spoof,99,6.1,25823319.793392234
Lost in Austen,2008,0.258571,Dan Zeff,jane austen,184,6.1,25197618.699245356
Adulthood,2008,0.257241,Noel Clarke,urban life|independent film|drug use|urban violence,99,6.3,25197618.699245356
Semi-Pro,2008,0.25588,Kent Alterman,sport|basketball|flint michigan|nba|merger,91,5.3,18847148.905853122
The Haunting of Molly Hartley,2008,0.2552,Mickey Liddell,,82,4.8,25197618.699245356
Last Chance Harvey,2008,0.253956,Joel Hopkins,work|wedding|father daughter relationship|duringcreditsstinger|american in the uk,92,5.8,253721.9058531206
How to Lose Friends & Alienate People,2008,0.659884,Robert B. Weide,failure|starlet,110,6.0,-9713701.0
The Ramen Girl,2008,0.248871,Robert Allan Ackerman,,122,6.4,25197618.699245356
Dream Boy,2008,0.24644699999999997,James Bolton,,88,5.8,25197618.699245356
House,2008,0.245327,Robby Henson,haunted house|supernatural|suspense,101,4.0,25197618.699245356
Blackout,2008,0.19023800000000002,Rigoberto CastaÃ±eda,piercing|homeless man|broken leg|marco polo|stabbed in the shoulder,85,5.0,25197618.699245356
I Sell The Dead,2008,0.244375,Jeremiah Kipp|Zeke Dunn|Nicole Real|Glenn McQuaid,grave|vampire|alien|undead|grave robber,85,5.3,25197618.699245356
Krabat,2008,0.243765,Marco Kreuzpaintner,apprentice|mill|middle ages|raven,120,6.4,31823319.793392234
Solstice,2008,0.242941,Daniel Myrick,,87,5.7,25197618.699245356
Train,2008,0.24117,Gideon Raff,,94,4.9,25197618.699245356
Oorlogswinter,2008,0.239048,Martin Koolhoven,netherlands|world war ii,103,6.8,-3469952.0
NYC: Tornado Terror,2008,0.235312,Tibor TakÃ¡cs,twister,90,3.5,25197618.699245356
While She Was Out,2008,0.23477199999999998,Susan Montford,suspense|survival,108,4.7,-5608590.0
Wendy and Lucy,2008,0.232479,Kelly Reichardt,usa|friendship|survival|scar|family,80,6.6,39623319.79339223
The BrÃ¸ken,2008,0.447804,Sean Ellis,london|sex|dream|architect|nudity,88,5.0,33123319.793392234
24: Redemption,2008,0.230107,Jon Cassar,,102,6.8,25197618.699245356
Pulse 3,2008,0.22991599999999998,Joel Soisson,suicide|video game|scissors|full moon|nuclear explosion,91,4.5,25197618.699245356
J'ai toujours rÃªvÃ© d'Ãªtre un gangster,2008,0.25704099999999996,Samuel Benchetrit,paris|waitress,108,7.2,25197618.699245356
La Fille de Monaco,2008,0.22710999999999998,Anne Fontaine,monaco|night life|bodyguard|femme fatale|beautiful woman,95,4.7,25197618.699245356
John Mayer: Where the Light Is Live in Los Angeles,2008,0.224721,,rock|music|live|live concert|live performance,164,8.5,25197618.699245356
Welcome Home Roscoe Jenkins,2008,0.224471,Malcolm D. Lee,talk show,114,6.1,8650785.0
Lymelife,2008,0.224208,Derick Martini,alcohol|sex|adultery|dream|virgin,95,5.4,38323319.79339223
Jeff Dunham: Jeff Dunham's Very Special Christmas Special,2008,0.22274699999999997,Michael Simon,holiday|ventriloquist|stand-up,85,6.6,25197618.699245356
Dark Floors,2008,0.22223,Pete Riski,monster,85,4.5,35523319.79339223
The Cutting Edge 3: Chasing the Dream,2008,0.222071,Stuart Gillard,sport|sequel|figure skating|ice skating|sport competition,90,5.3,25197618.699245356
Snow Angels,2008,0.220417,David Gordon Green,suicide|depression|small town|family relationships|young love,106,6.9,-14211297.09414688
Center Stage : Turn It Up,2008,0.219441,Steven Jacobson,,95,6.5,25197618.699245356
Kit Kittredge: An American Girl,2008,0.219277,Patricia Rozema,cincinnati|woman director,101,6.4,25197618.699245356
Minutemen,2008,0.154973,Lev L. Spiro,time machine|high school,98,4.9,25197618.699245356
Bo chi tung wah,2008,0.279117,Benny Chan,,110,7.0,34073319.79339223
Ghajini,2008,0.21503000000000003,A.R. Murugadoss,tattoo|short-term memory,183,6.9,66900000.0
XIII,2008,0.214856,Duane Clark,amnesia|false identity|plastic surgery|based on comic book|conspiracy,173,5.4,18823319.793392234
August,2008,0.21403899999999998,Austin Chick,independent film,88,5.9,25197618.699245356
Young @ Heart,2008,0.079463,Sally George|Stephen Walker,massachusetts|choir|musical|death of a friend|rock,107,7.3,25197618.699245356
